celltype,cluster,Term,Overlap,n.hit,n.tot,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
alpha,2,pattern recognition receptor signaling pathway (GO:0002221),1/49,1,49,0.873713702643164,1,0,0,0.494144388990463,0.0667107418769128,MAPKAPK3
alpha,2,amino acid transport (GO:0006865),1/49,1,49,0.873713702643164,1,0,0,0.494144388990463,0.0667107418769128,SLC6A8
alpha,2,regulation of phosphorylation (GO:0042325),3/120,3,120,0.877675228475072,1,0,0,0.605326876513317,0.0789822354768408,FZD7;GLMN;NUP54
alpha,2,protein heterooligomerization (GO:0051291),1/50,1,50,0.878942062871817,1,0,0,0.484261501210654,0.0624873104191624,IKZF4
alpha,2,RNA methylation (GO:0001510),1/50,1,50,0.878942062871817,1,0,0,0.484261501210654,0.0624873104191624,LCMT2
alpha,2,organic hydroxy compound biosynthetic process (GO:1901617),1/50,1,50,0.878942062871817,1,0,0,0.484261501210654,0.0624873104191624,LBR
alpha,2,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),1/50,1,50,0.878942062871817,1,0,0,0.484261501210654,0.0624873104191624,ROMO1
alpha,2,regulation of megakaryocyte differentiation (GO:0045652),1/50,1,50,0.878942062871817,1,0,0,0.484261501210654,0.0624873104191624,CIB1
alpha,2,gonad development (GO:0008406),1/50,1,50,0.878942062871817,1,0,0,0.484261501210654,0.0624873104191624,KITLG
alpha,2,calcium ion transmembrane transport (GO:0070588),2/87,2,87,0.879514186846926,1,0,0,0.556622415184659,0.0714622940372136,PHB;SLC8B1
alpha,2,toll-like receptor signaling pathway (GO:0002224),2/87,2,87,0.879514186846926,1,0,0,0.556622415184659,0.0714622940372136,MAPKAPK3;BIRC3
alpha,2,calcium ion homeostasis (GO:0055074),2/88,2,88,0.883458230706361,1,0,0,0.550297160466652,0.0681880175063719,SLC30A1;CALR
alpha,2,regulation of ion transport (GO:0043269),1/51,1,51,0.883954211930848,1,0,0,0.474766177657504,0.0585624147292851,NEDD4
alpha,2,regulation of bone mineralization (GO:0030500),1/51,1,51,0.883954211930848,1,0,0,0.474766177657504,0.0585624147292851,BMP2
alpha,2,heart morphogenesis (GO:0003007),1/51,1,51,0.883954211930848,1,0,0,0.474766177657504,0.0585624147292851,BMP2
alpha,2,regulation of cell differentiation (GO:0045595),3/122,3,122,0.884519460582098,1,0,0,0.595403485095066,0.073062416446418,TAF8;KLF4;JUNB
alpha,2,T cell activation (GO:0042110),2/89,2,89,0.887282519210244,1,0,0,0.544114046304105,0.0650715980298249,CXADR;NHEJ1
alpha,2,sulfur compound biosynthetic process (GO:0044272),3/123,3,123,0.887811853971443,1,0,0,0.590562806354456,0.0702742777990767,CSGALNACT1;CHAC1;B4GALT5
alpha,2,peptidyl-tyrosine modification (GO:0018212),1/52,1,52,0.888759080461301,1,0,0,0.465636058856398,0.0549120324089651,EPHA4
alpha,2,response to organonitrogen compound (GO:0010243),1/52,1,52,0.888759080461301,1,0,0,0.465636058856398,0.0549120324089651,RRAGC
alpha,2,carboxylic acid transport (GO:0046942),1/52,1,52,0.888759080461301,1,0,0,0.465636058856398,0.0549120324089651,SLC16A13
alpha,2,positive regulation of actin filament polymerization (GO:0030838),1/52,1,52,0.888759080461301,1,0,0,0.465636058856398,0.0549120324089651,PFN1
alpha,2,positive regulation of developmental growth (GO:0048639),1/52,1,52,0.888759080461301,1,0,0,0.465636058856398,0.0549120324089651,RIMS2
alpha,2,negative regulation of cellular protein metabolic process (GO:0032269),2/90,2,90,0.890990201629544,1,0,0,0.538068334678504,0.0621048418727833,SAMD4B;CALR
alpha,2,chemokine-mediated signaling pathway (GO:0070098),1/53,1,53,0.89336523082682,1,0,0,0.456850472840239,0.0515143627545198,CIB1
alpha,2,positive regulation of ossification (GO:0045778),1/53,1,53,0.89336523082682,1,0,0,0.456850472840239,0.0515143627545198,BMP2
alpha,2,regulation of calcium ion transport (GO:0051924),1/53,1,53,0.89336523082682,1,0,0,0.456850472840239,0.0515143627545198,SLC8B1
alpha,2,triglyceride metabolic process (GO:0006641),1/53,1,53,0.89336523082682,1,0,0,0.456850472840239,0.0515143627545198,GNPAT
alpha,2,positive regulation of secretion by cell (GO:1903532),1/53,1,53,0.89336523082682,1,0,0,0.456850472840239,0.0515143627545198,UNC13B
alpha,2,organic anion transport (GO:0015711),3/125,3,125,0.894145905575552,1,0,0,0.581113801452784,0.0650186799709744,SLC25A16;PITPNM1;SLC52A2
alpha,2,positive regulation of response to external stimulus (GO:0032103),2/91,2,91,0.894584371858657,1,0,0,0.532155495835883,0.0592800242418019,STX4;PPM1F
alpha,2,ion transmembrane transport (GO:0034220),6/220,6,220,0.895700009295398,1,0,0,0.660356592559982,0.0727381024366178,ATP6V1G2;KCND3;FXYD2;ANO7;ATP6V0D1;ATP6V0A1
alpha,2,neutrophil chemotaxis (GO:0030593),1/54,1,54,0.897780871947035,1,0,0,0.448390278898753,0.0483495912176022,CXADR
alpha,2,phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200),2/92,2,92,0.89806806737671,1,0,0,0.526371196968102,0.0565898592967928,DHX8;GPR157
alpha,2,intracellular transport of virus (GO:0075733),1/55,1,55,0.902013873996647,1,0,0,0.440237728373322,0.0453996820016726,NUP54
alpha,2,positive regulation of immune response (GO:0050778),1/55,1,55,0.902013873996647,1,0,0,0.440237728373322,0.0453996820016726,STX4
alpha,2,transport of virus (GO:0046794),1/55,1,55,0.902013873996647,1,0,0,0.440237728373322,0.0453996820016726,NUP54
alpha,2,glycosphingolipid metabolic process (GO:0006687),1/55,1,55,0.902013873996647,1,0,0,0.440237728373322,0.0453996820016726,NEU1
alpha,2,protein lipidation (GO:0006497),3/128,3,128,0.903045815973424,1,0,0,0.567493946731235,0.0578741616261488,WDR45B;PIGW;ZDHHC16
alpha,2,cilium organization (GO:0044782),5/193,5,193,0.90457966747076,1,0,0,0.6272817373195,0.0629068856770536,DNAAF1;CCDC113;CBY1;FUZ;ATP6V0D1
alpha,2,positive regulation of cysteine-type endopeptidase activity (GO:2001056),1/56,1,56,0.906071782515836,1,0,0,0.432376340366655,0.0426481952299251,PPM1F
alpha,2,long-chain fatty acid metabolic process (GO:0001676),1/56,1,56,0.906071782515836,1,0,0,0.432376340366655,0.0426481952299251,ACOT2
alpha,2,regulation of gene silencing by RNA (GO:0060966),1/56,1,56,0.906071782515836,1,0,0,0.432376340366655,0.0426481952299251,NUP54
alpha,2,regulation of posttranscriptional gene silencing (GO:0060147),1/56,1,56,0.906071782515836,1,0,0,0.432376340366655,0.0426481952299251,NUP54
alpha,2,negative regulation of intracellular signal transduction (GO:1902532),4/162,4,162,0.906277052974301,1,0,0,0.597853705198338,0.0588349156733038,PRKAA2;DLG5;CPNE1;CIB1
alpha,2,vesicle fusion (GO:0006906),2/95,2,95,0.90788582402585,1,0,0,0.509748948642793,0.0492604321408257,STX4;CALR
alpha,2,skin development (GO:0043588),2/95,2,95,0.90788582402585,1,0,0,0.509748948642793,0.0492604321408257,DSP;MET
alpha,2,axon development (GO:0061564),2/95,2,95,0.90788582402585,1,0,0,0.509748948642793,0.0492604321408257,SPTBN4;CAMSAP2
alpha,2,granulocyte chemotaxis (GO:0071621),1/57,1,57,0.909961831621925,1,0,0,0.424790790535661,0.040080125578138,CXADR
alpha,2,chordate embryonic development (GO:0043009),1/57,1,57,0.909961831621925,1,0,0,0.424790790535661,0.040080125578138,BMP2
alpha,2,glycosaminoglycan catabolic process (GO:0006027),1/57,1,57,0.909961831621925,1,0,0,0.424790790535661,0.040080125578138,GPC2
alpha,2,transcription elongation from RNA polymerase II promoter (GO:0006368),2/96,2,96,0.910956850915692,1,0,0,0.504439063761098,0.0470438596504969,NCBP1;CDK12
alpha,2,cellular metal ion homeostasis (GO:0006875),2/97,2,97,0.913931729178481,1,0,0,0.499238661041911,0.0449311823822914,SLC30A1;CALR
alpha,2,cell morphogenesis involved in neuron differentiation (GO:0048667),2/98,2,98,0.91681315000177,1,0,0,0.494144388990463,0.0429172257520179,SPTBN4;TBCD
alpha,2,phospholipid transport (GO:0015914),1/59,1,59,0.917265807581352,1,0,0,0.410391102720893,0.0354405475552676,PITPNM1
alpha,2,cholesterol homeostasis (GO:0042632),1/59,1,59,0.917265807581352,1,0,0,0.410391102720893,0.0354405475552676,ABCA2
alpha,2,integrin-mediated signaling pathway (GO:0007229),1/59,1,59,0.917265807581352,1,0,0,0.410391102720893,0.0354405475552676,CDC42
alpha,2,neutrophil migration (GO:1990266),1/59,1,59,0.917265807581352,1,0,0,0.410391102720893,0.0354405475552676,CXADR
alpha,2,sterol homeostasis (GO:0055092),1/59,1,59,0.917265807581352,1,0,0,0.410391102720893,0.0354405475552676,ABCA2
alpha,2,sodium ion transport (GO:0006814),1/59,1,59,0.917265807581352,1,0,0,0.410391102720893,0.0354405475552676,SCN8A
alpha,2,post-Golgi vesicle-mediated transport (GO:0006892),1/59,1,59,0.917265807581352,1,0,0,0.410391102720893,0.0354405475552676,STX4
alpha,2,Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),3/134,3,134,0.918845564430693,1,0,0,0.542083770011926,0.0458804623021246,CDC42;CYFIP1;MAPK1
alpha,2,keratinocyte differentiation (GO:0030216),1/60,1,60,0.920692758674453,1,0,0,0.403551251008878,0.0333449934386764,DSP
alpha,2,Fc-gamma receptor signaling pathway (GO:0038094),3/135,3,135,0.92123824060795,1,0,0,0.538068334678504,0.0441412968333207,CDC42;CYFIP1;MAPK1
alpha,2,Fc receptor mediated stimulatory signaling pathway (GO:0002431),3/136,3,136,0.923566278124545,1,0,0,0.534111949864692,0.0424686904520372,CDC42;CYFIP1;MAPK1
alpha,2,positive regulation of protein phosphorylation (GO:0001934),12/413,12,413,0.923849011210447,1,0,0,0.703527604664388,0.0557240496037575,MAD2L2;EPHA4;MAVS;BMP2;ERBB3;AKT2;BRAT1;MAPK1;CIB1;MET;GDF5;HRAS
alpha,2,muscle organ development (GO:0007517),1/61,1,61,0.923977922021197,1,0,0,0.396935656730044,0.0313845518764619,UTRN
alpha,2,regulation of tyrosine phosphorylation of STAT protein (GO:0042509),1/62,1,62,0.927127157201277,1,0,0,0.390533468718269,0.0295495400155832,NF2
alpha,2,protein targeting to membrane (GO:0006612),1/62,1,62,0.927127157201277,1,0,0,0.390533468718269,0.0295495400155832,ARL6IP1
alpha,2,negative regulation of MAP kinase activity (GO:0043407),1/62,1,62,0.927127157201277,1,0,0,0.390533468718269,0.0295495400155832,PTPN1
alpha,2,cellular divalent inorganic cation homeostasis (GO:0072503),2/102,2,102,0.92745606121354,1,0,0,0.474766177657504,0.0357545738866133,SLC30A1;CALR
alpha,2,positive regulation of angiogenesis (GO:0045766),2/104,2,104,0.93228250923892,1,0,0,0.465636058856398,0.032650115816539,RRAS;KLF4
alpha,2,negative regulation of neuron apoptotic process (GO:0043524),1/64,1,64,0.933040081494261,1,0,0,0.378329297820823,0.0262209137623396,ERBB3
alpha,2,positive regulation of cell projection organization (GO:0031346),1/64,1,64,0.933040081494261,1,0,0,0.378329297820823,0.0262209137623396,SNX3
alpha,2,peptide metabolic process (GO:0006518),2/105,2,105,0.934580249165196,1,0,0,0.461201429724432,0.0312038657292429,CTNS;THOP1
alpha,2,homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),1/65,1,65,0.935814319865742,1,0,0,0.372508847085118,0.0247115658020201,PVR
alpha,2,plasma membrane bounded cell projection assembly (GO:0120031),6/242,6,242,0.937742536771657,1,0,0,0.600324175054529,0.0385887471473006,CYFIP1;DNAAF1;CCDC113;CBY1;FUZ;ATP6V0D1
alpha,2,defense response to Gram-positive bacterium (GO:0050830),1/66,1,66,0.938473747130649,1,0,0,0.366864773644435,0.0232960586137531,ROMO1
alpha,2,nervous system development (GO:0007399),13/456,13,456,0.94094949838969,1,0,0,0.690285034620449,0.0420147569765728,CSGALNACT1;SH3GL3;POU3F2;ALDH3A2;BTD;BTBD1;ERBB3;TAOK1;COPS2;SCN8A;CHAC1;MARK4;NHEJ1
alpha,2,negative regulation of epithelial cell proliferation (GO:0050680),1/67,1,67,0.941023109204249,1,0,0,0.361389180007951,0.0219679742561307,GDF5
alpha,2,viral life cycle (GO:0019058),2/108,2,108,0.941038215339494,1,0,0,0.448390278898753,0.0272493627515586,TBC1D20;NUP54
alpha,2,epidermal cell differentiation (GO:0009913),1/68,1,68,0.943466955955386,1,0,0,0.356074633243128,0.0207213849955936,DSP
alpha,2,regulation of gene silencing by miRNA (GO:0060964),1/68,1,68,0.943466955955386,1,0,0,0.356074633243128,0.0207213849955936,NUP54
alpha,2,regulation of complement activation (GO:0030449),2/110,2,110,0.945001972335068,1,0,0,0.440237728373322,0.0249034842014158,SUSD4;PHB
alpha,2,response to interferon-gamma (GO:0034341),1/69,1,69,0.945809649456617,1,0,0,0.350914131312068,0.0195508111015825,CXCL16
alpha,2,regulation of actin filament polymerization (GO:0030833),1/69,1,69,0.945809649456617,1,0,0,0.350914131312068,0.0195508111015825,PFN1
alpha,2,regulation of protein kinase activity (GO:0045859),3/148,3,148,0.946980392176246,1,0,0,0.490805575551338,0.0267375619444402,DBNDD2;LRRC4;PPM1F
alpha,2,regulation of osteoblast differentiation (GO:0045667),1/70,1,70,0.948055371794051,1,0,0,0.345901072293324,0.0184511827628515,BMP2
alpha,2,regulated exocytosis (GO:0045055),3/149,3,149,0.948595328616489,1,0,0,0.487511578399987,0.0257274436779878,RIMS2;TEX264;SDF4
alpha,2,interferon-gamma-mediated signaling pathway (GO:0060333),1/71,1,71,0.950208132067102,1,0,0,0.341029226204686,0.0174178058169509,B2M
alpha,2,calcium-mediated signaling (GO:0019722),1/71,1,71,0.950208132067102,1,0,0,0.341029226204686,0.0174178058169509,NUDT4
alpha,2,defense response to Gram-negative bacterium (GO:0050829),1/72,1,72,0.952271773924131,1,0,0,0.336292709174065,0.0164463304144675,ROMO1
alpha,2,organelle membrane fusion (GO:0090174),1/72,1,72,0.952271773924131,1,0,0,0.336292709174065,0.0164463304144675,STX4
alpha,2,regulation of neuron death (GO:1901214),1/73,1,73,0.954249982529691,1,0,0,0.331685959733324,0.015532722698827,VPS35
alpha,2,receptor-mediated endocytosis (GO:0006898),4/189,4,189,0.955607452228937,1,0,0,0.512446033027147,0.0232691828173641,NEDD4;CALR;AP2M1;CXCL16
alpha,2,spermatogenesis (GO:0007283),3/154,3,154,0.956004525038501,1,0,0,0.471683280399987,0.021222272556555,HSF2BP;TRIP13;SPATA6
alpha,2,canonical Wnt signaling pathway (GO:0060070),1/74,1,74,0.956146290421795,1,0,0,0.327203717034226,0.0146732393769614,FZD7
alpha,2,chloride transport (GO:0006821),1/74,1,74,0.956146290421795,1,0,0,0.327203717034226,0.0146732393769614,ANO7
alpha,2,male gamete generation (GO:0048232),3/155,3,155,0.9573610830447,1,0,0,0.468640162461923,0.0204208317276858,HSF2BP;TRIP13;SPATA6
alpha,2,nitrogen compound transport (GO:0071705),1/75,1,75,0.957964084565511,1,0,0,0.322841000807103,0.0138644041094976,SLC52A2
alpha,2,proteolysis (GO:0006508),7/292,7,292,0.959805380812739,1,0,0,0.580450429533318,0.0238128299236606,RNF123;DDI2;CPNE1;AMZ2;THOP1;CAPN15;FBXL6
alpha,2,positive regulation of protein serine/threonine kinase activity (GO:0071902),2/119,2,119,0.959901746362796,1,0,0,0.406942437992146,0.0166538536622279,CIB1;HRAS
alpha,2,positive regulation of apoptotic signaling pathway (GO:2001235),1/77,1,77,0.961376985214689,1,0,0,0.314455520266658,0.0123859824007825,BMF
alpha,2,enzyme linked receptor protein signaling pathway (GO:0007167),2/121,2,121,0.962642526624877,1,0,0,0.40021611670302,0.0152374859114478,ERBB3;ACVR1B
alpha,2,actin filament organization (GO:0007015),2/121,2,121,0.962642526624877,1,0,0,0.40021611670302,0.0152374859114478,CDC42;MAD2L2
alpha,2,sensory perception of mechanical stimulus (GO:0050954),1/79,1,79,0.964513083628244,1,0,0,0.306494621019401,0.0110742273380267,SPTBN4
alpha,2,extracellular matrix disassembly (GO:0022617),1/79,1,79,0.964513083628244,1,0,0,0.306494621019401,0.0110742273380267,LAMC1
alpha,2,visual perception (GO:0007601),1/79,1,79,0.964513083628244,1,0,0,0.306494621019401,0.0110742273380267,OPA1
alpha,2,peptidyl-tyrosine phosphorylation (GO:0018108),1/80,1,80,0.965984412328487,1,0,0,0.302663438256659,0.0104744495174712,EPHA4
alpha,2,steroid biosynthetic process (GO:0006694),1/80,1,80,0.965984412328487,1,0,0,0.302663438256659,0.0104744495174712,LBR
alpha,2,cellular response to hormone stimulus (GO:0032870),1/81,1,81,0.96739480442659,1,0,0,0.298926852599169,0.00990900345693926,JUNB
alpha,2,neuron projection morphogenesis (GO:0048812),3/164,3,164,0.96792195436585,1,0,0,0.442922104765842,0.0144409528484746,CDC42;SPTBN4;CPNE1
alpha,2,sensory perception of light stimulus (GO:0050953),1/82,1,82,0.968746780821382,1,0,0,0.295281403177228,0.00937578141593079,OPA1
alpha,2,sensory perception of sound (GO:0007605),1/82,1,82,0.968746780821382,1,0,0,0.295281403177228,0.00937578141593079,SPTBN4
alpha,2,regulation of anatomical structure morphogenesis (GO:0022603),1/83,1,83,0.970042757969103,1,0,0,0.291723795910032,0.00887281661533328,MYO19
alpha,2,C-terminal protein amino acid modification (GO:0018410),1/83,1,83,0.970042757969103,1,0,0,0.291723795910032,0.00887281661533328,LCMT2
alpha,2,positive regulation of peptidyl-serine phosphorylation (GO:0033138),1/84,1,84,0.971285052805206,1,0,0,0.28825089357777,0.00839827267012335,MAD2L2
alpha,2,regulation of protein processing (GO:0070613),2/129,2,129,0.971910957777687,1,0,0,0.375396512566398,0.0106954543020432,SUSD4;CHAC1
alpha,2,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),1/86,1,86,0.973617387811692,1,0,0,0.281547384424799,0.00752769811677434,PRKCZ
alpha,2,divalent metal ion transport (GO:0070838),1/89,1,89,0.976765894244438,1,0,0,0.272057023152053,0.00639559066229174,SLC30A1
alpha,2,positive regulation of protein complex assembly (GO:0031334),1/89,1,89,0.976765894244438,1,0,0,0.272057023152053,0.00639559066229174,UNC13B
alpha,2,adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188),2/135,2,135,0.977362707550236,1,0,0,0.358712223119003,0.00821359505731881,ADCY9;GPR3
alpha,2,regulation of neuron apoptotic process (GO:0043523),1/90,1,90,0.977729653727166,1,0,0,0.269034167339252,0.00605920765195808,ERBB3
alpha,2,phagocytosis (GO:0006909),2/136,2,136,0.978165630295684,1,0,0,0.356074633243128,0.00786079873091218,CDC42;RARA
alpha,2,cellular response to organic cyclic compound (GO:0071407),2/136,2,136,0.978165630295684,1,0,0,0.356074633243128,0.00786079873091218,DHX8;SSH1
alpha,2,regulation of angiogenesis (GO:0045765),3/178,3,178,0.979580903919832,1,0,0,0.408085534728079,0.00841898734126305,RRAS;HGS;KLF4
alpha,2,muscle contraction (GO:0006936),2/138,2,138,0.979689563788333,1,0,0,0.350914131312068,0.00720059274478475,SLC6A8;UTRN
alpha,2,regulation of cytosolic calcium ion concentration (GO:0051480),2/138,2,138,0.979689563788333,1,0,0,0.350914131312068,0.00720059274478475,YWHAE;SLC8B1
alpha,2,regulation of immune response (GO:0050776),5/252,5,252,0.980066935505553,1,0,0,0.48041815596295,0.00967293521738175,RNF135;CXADR;B2M;PVR;BIRC3
alpha,2,proteolysis involved in cellular protein catabolic process (GO:0051603),1/94,1,94,0.981201528902318,1,0,0,0.257585904899284,0.00488831291602857,RNF123
alpha,2,regulation of heart contraction (GO:0008016),1/96,1,96,0.982729087164611,1,0,0,0.252219531880549,0.00439411693414342,FXYD2
alpha,2,antigen receptor-mediated signaling pathway (GO:0050851),5/258,5,258,0.983192427475754,1,0,0,0.469245640707998,0.00795391194906549,EIF2B3;PSMD13;PSME3;PSMD3;UBE2V1
alpha,2,phosphate-containing compound metabolic process (GO:0006796),3/184,3,184,0.983226007555321,1,0,0,0.394778397726076,0.00667817762347759,SHPK;ACYP1;NUDT4
alpha,2,endocytosis (GO:0006897),5/264,5,264,0.985852954064694,1,0,0,0.458580967055543,0.00653389340270785,CDC42;HOOK2;MAPK1;CALR;CXCL16
alpha,2,protein processing (GO:0016485),1/102,1,102,0.986607118636666,1,0,0,0.237383088828752,0.00320072517840497,DDI2
alpha,2,plasma membrane invagination (GO:0099024),1/104,1,104,0.987695784875577,1,0,0,0.232818029428199,0.00288241262182496,CDC42
alpha,2,positive regulation of vasculature development (GO:1904018),1/105,1,105,0.988206500283112,1,0,0,0.230600714862216,0.00273575341629461,RRAS
alpha,2,"phagocytosis, engulfment (GO:0006911)",1/105,1,105,0.988206500283112,1,0,0,0.230600714862216,0.00273575341629461,CDC42
alpha,2,positive regulation of cellular component organization (GO:0051130),1/107,1,107,0.989165272328515,1,0,0,0.226290421126474,0.00246517407986521,DLG5
alpha,2,regulation of protein activation cascade (GO:2000257),1/109,1,109,0.99004616778766,1,0,0,0.222138303307639,0.00222220556942679,SUSD4
alpha,2,regulation of cytokine production (GO:0001817),1/109,1,109,0.99004616778766,1,0,0,0.222138303307639,0.00222220556942679,MAPK14
alpha,2,regulation of humoral immune response (GO:0002920),1/114,1,114,0.991947910661805,1,0,0,0.212395395267831,0.00171714933295832,SUSD4
alpha,2,regulation of immune effector process (GO:0002697),1/115,1,115,0.992282259410943,1,0,0,0.210548478787241,0.00163126149560021,SUSD4
alpha,2,cellular response to interferon-gamma (GO:0071346),1/117,1,117,0.992909915671342,1,0,0,0.206949359491732,0.00147251472784558,B2M
alpha,2,inflammatory response (GO:0006954),4/253,4,253,0.993634561767211,1,0,0,0.382815415976801,0.00244457656618237,HDAC5;BMP2;CEBPB;DHX8
alpha,2,positive regulation of B cell activation (GO:0050871),1/120,1,120,0.993757068946136,1,0,0,0.201775625504439,0.00126361978086735,PAXIP1
alpha,2,regulation of acute inflammatory response (GO:0002673),1/122,1,122,0.994264864632675,1,0,0,0.198467828365022,0.00114151637508017,SUSD4
alpha,2,cytokine-mediated signaling pathway (GO:0019221),15/634,15,634,0.994489335451224,1,0,0,0.572864551905347,0.0031655946756757,PSMD13;LRRC4;PTPN11;TXNDC17;CDC42;PSME3;PSMD3;PELI1;STX4;P4HB;UBE2V1;JUNB;SQSTM1;B2M;BIRC3
alpha,2,platelet degranulation (GO:0002576),1/125,1,125,0.9949502221507,1,0,0,0.193704600484262,0.000980643305420186,TEX264
alpha,2,positive regulation of cytosolic calcium ion concentration (GO:0007204),1/134,1,134,0.996553059930578,1,0,0,0.180694590003975,0.000623919347732198,GPR157
alpha,2,cellular response to cytokine stimulus (GO:0071345),9/457,9,457,0.996641787458785,1,0,0,0.476843928982044,0.0016040381229908,SHPK;LRRC4;STX4;PTPN11;CIB1;PHB;PTPN12;CACTIN;JUNB
alpha,2,anterograde trans-synaptic signaling (GO:0098916),3/241,3,241,0.997592534653263,1,0,0,0.301407573367627,0.000726503155029012,UNC13B;GPR176;MAPK1
alpha,2,defense response to bacterium (GO:0042742),3/242,3,242,0.997675426978558,1,0,0,0.300162087527265,0.00069856093360598,MAVS;CEBPB;ROMO1
alpha,2,extracellular matrix organization (GO:0030198),2/230,2,230,0.999358967863563,1,0,0,0.210548478787241,0.000135011619198735,CSGALNACT1;LAMC1
alpha,2,chemical synaptic transmission (GO:0007268),3/290,3,290,0.999579268763468,1,0,0,0.250480086833097,0.000105406972218125,UNC13B;GPR176;MAPK1
alpha,3,ubiquitin-dependent protein catabolic process (GO:0006511),26/342,26,342,8.11494045947086e-06,0.0414105411646798,0,0,2.62602389681746,30.7817366145624,TSG101;PSMD11;VPS4A;BAG6;PSMD9;RNF213;ZNRF3;PSMB3;ARIH2;PSMD1;RBBP6;FBXW11;SIAH1;ADRM1;AXIN1;KCTD6;RBX1;PSMC3;UBXN11;RFWD2;TOLLIP;RNF181;STUB1;DTL;VPS28;RNF187
alpha,3,protein polyubiquitination (GO:0000209),21/284,21,284,8.81489805885202e-05,0.149941415981073,0,0,2.55418521491644,23.8471048295537,PSMD11;CBFB;FBXW11;PELI3;SIAH1;RC3H2;RBX1;PSMD9;FZR1;RNF213;PSMC3;PSMB3;ARIH2;PSMD1;RNF181;TRIM36;BLMH;RBBP6;STUB1;DTL;RNF187
alpha,3,cellular protein modification process (GO:0006464),51/1002,51,1002,6.82470506467376e-05,0.174132349725151,0,0,1.7581417475929,16.8647572998669,PSMD9;DSTYK;TLK2;PSMD1;QSOX1;DAPK1;FBXW11;PRKCA;WIPI2;PASK;KCTD6;RBX1;ILF3;B3GNT9;VWA1;B3GNT2;ATG4B;PHPT1;DTL;B4GALT7;PIGH;PSMD11;CTBP1;ROCK2;EPAS1;DCUN1D1;STYXL1;DCAF17;PDF;NUAK2;PSMB3;MAP4K5;ZNF862;CDK17;MBTPS1;USP25;FEM1B;KLHL21;PHKB;HIPK3;RAB11A;ICK;COPS5;PSMC3;RFWD2;CDK10;PTPN9;CDK13;BAP1;PNPLA2;ENGASE
alpha,3,proteasome assembly (GO:0043248),4/11,4,11,0.000195058268095377,0.248845585522678,0,0,12.5608415763856,107.297374574219,PSMD9;PSMD11;ADRM1;PSMG2
alpha,3,modification-dependent protein catabolic process (GO:0019941),13/142,13,142,0.000252309559800936,0.257507136732835,0,0,3.16232455180131,26.1993966191161,PSMD11;SIAH1;ADRM1;KCTD6;BAG6;PSMD9;RNF213;ZNRF3;TOLLIP;ARIH2;RBBP6;STUB1;DTL
alpha,3,positive regulation of protein metabolic process (GO:0051247),10/97,10,97,0.00050260862211575,0.28497908873963,0,0,3.56106333351139,27.0487644106496,FZR1;ROCK2;GBA;AXIN1;IDE;OAZ1;DTL;RILP;VPS28;RAB7A
alpha,3,interleukin-1-mediated signaling pathway (GO:0070498),10/96,10,96,0.00046253800560722,0.295041430326706,0,0,3.59815774323546,27.6294683005974,PSMD9;PSMD11;PSMC3;FBXW11;PSMB3;PELI3;TOLLIP;PSMD1;TAB2;RBX1
alpha,3,positive regulation of catabolic process (GO:0009896),8/63,8,63,0.000448370997942119,0.326862457499805,0,0,4.38632562984895,33.8180861270183,FZR1;AXIN1;IDE;DTL;OAZ1;RILP;VPS28;RAB7A
alpha,3,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),10/94,10,94,0.000390318411870326,0.331965809295712,0,0,3.67471429096388,28.8411704378563,PSMD9;PSMD11;PSMC3;EPAS1;PSMB3;HSF1;HSF4;PSMD1;ATF3;RBX1
alpha,3,macromolecular complex assembly (GO:0065003),11/121,11,121,0.000784944153779814,0.400557001673839,0,0,3.1402103940964,22.452183967324,KMT2A;CAPZA1;HSF1;CAPZA2;DNAJB12;TSPAN4;AXIN1;REPS2;APBA1;WASL;PPARGC1A
alpha,3,negative regulation of cell cycle G2/M phase transition (GO:1902750),8/70,8,70,0.000916025511686826,0.42495256237617,0,0,3.94769306686405,27.6159539797345,PSMD9;FZR1;PSMD11;PSMC3;PSMB3;PSMD1;DTL;RBX1
alpha,3,proteasomal protein catabolic process (GO:0010498),16/238,16,238,0.00161808674959493,0.434584035956996,0,0,2.32217239227297,14.9234660662891,PSMD11;FBXW11;SIAH1;DNAJB12;AXIN1;RBX1;BAG6;PSMD9;PSMC3;UBXN11;PSMB3;RFWD2;PSMD1;RNF181;STUB1;RNF187
alpha,3,DNA ligation (GO:0006266),4/18,4,18,0.00153927279025482,0.436383836037241,0,0,7.67606985223566,49.7136456588374,PARP3;XRCC6;LIG1;LIG3
