celltype,cluster,Term,Overlap,n.hit,n.tot,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
alpha,4,protein localization to nucleolus (GO:1902570),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RAN
alpha,4,negative regulation of cell cycle phase transition (GO:1901988),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ATF5
alpha,4,tRNA catabolic process (GO:0016078),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,EXOSC3
alpha,4,insulin secretion involved in cellular response to glucose stimulus (GO:0035773),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RAB11FIP5
alpha,4,peptidyl-serine autophosphorylation (GO:0036289),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ERN1
alpha,4,regulation of mRNA export from nucleus (GO:0010793),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,SETD2
alpha,4,negative regulation of interleukin-6 secretion (GO:1900165),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ZC3H12A
alpha,4,regulation of NFAT protein import into nucleus (GO:0051532),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,SPPL3
alpha,4,regulation of DNA-directed DNA polymerase activity (GO:1900262),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RFC2
alpha,4,L-amino acid import (GO:0043092),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,SLC25A38
alpha,4,single strand break repair (GO:0000012),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,LIG4
alpha,4,establishment of protein localization to telomere (GO:0070200),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ACD
alpha,4,regulation of osteoclast development (GO:2001204),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,FBXW7
alpha,4,regulation of microtubule nucleation (GO:0010968),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,MECP2
alpha,4,dendritic spine maintenance (GO:0097062),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,IGF1R
alpha,4,cellular response to lipoteichoic acid (GO:0071223),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RELA
alpha,4,positive regulation of DNA-directed DNA polymerase activity (GO:1900264),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RFC2
alpha,4,positive regulation of protein glycosylation (GO:0060050),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,GOLGA2
alpha,4,positive regulation of interferon-gamma secretion (GO:1902715),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RASGRP1
alpha,4,embryonic camera-type eye morphogenesis (GO:0048596),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,TFAP2A
alpha,4,granzyme-mediated apoptotic signaling pathway (GO:0008626),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,BNIP3
alpha,4,positive regulation of adaptive immune response (GO:0002821),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,FADD
alpha,4,transmembrane receptor protein tyrosine phosphatase signaling pathway (GO:0007185),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,PTPRF
alpha,4,regulation of endothelial cell development (GO:1901550),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,IKBKB
alpha,4,protein localization to nuclear envelope (GO:0090435),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,NUP155
alpha,4,regulation of hydrogen peroxide metabolic process (GO:0010310),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RAC1
alpha,4,negative regulation of translation in response to stress (GO:0032055),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ATF4
alpha,4,SCF complex assembly (GO:0010265),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,SKP1
alpha,4,regulation of translational initiation in response to stress (GO:0043558),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ATF4
alpha,4,regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,UBB
alpha,4,positive regulation of protein localization to early endosome (GO:1902966),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RDX
alpha,4,"establishment of mitochondrion localization, microtubule-mediated (GO:0034643)",1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,UBB
alpha,4,negative regulation of cellular response to hypoxia (GO:1900038),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,TMBIM6
alpha,4,activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,PILRB
alpha,4,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process (GO:0015014)",1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,NDST1
alpha,4,snRNA modification (GO:0040031),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,MEPCE
alpha,4,positive regulation of receptor binding (GO:1900122),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ANXA2
alpha,4,negative regulation of bone resorption (GO:0045779),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,TNFAIP3
alpha,4,positive regulation of podosome assembly (GO:0071803),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,FSCN1
alpha,4,regulation of adiponectin secretion (GO:0070163),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,RAB11FIP5
alpha,4,ceramide transport (GO:0035627),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,PSAP
alpha,4,negative regulation of glucocorticoid receptor signaling pathway (GO:2000323),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,CRY1
alpha,4,nucleobase metabolic process (GO:0009112),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,UCK2
alpha,4,positive regulation of fibroblast migration (GO:0010763),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,PRKCE
alpha,4,positive regulation of cGMP biosynthetic process (GO:0030828),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,NOS3
alpha,4,retinal ganglion cell axon guidance (GO:0031290),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,SLIT2
alpha,4,ear development (GO:0043583),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,ECE1
alpha,4,positive regulation of mitochondrial membrane potential (GO:0010918),1/6,1,6,0.358039043358236,0.747073959670108,0,0,2.34082397003745,2.40429128948533,VCP
alpha,4,protein alkylation (GO:0008213),3/30,3,30,0.361356239446307,0.747073959670108,0,0,1.40449438202247,1.42962218308755,PCMT1;KIN;VCP
alpha,4,positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),3/30,3,30,0.361356239446307,0.747073959670108,0,0,1.40449438202247,1.42962218308755,DDIT3;CHD6;ATF4
alpha,4,carbohydrate derivative biosynthetic process (GO:1901137),3/30,3,30,0.361356239446307,0.747073959670108,0,0,1.40449438202247,1.42962218308755,GOLPH3;TPI1;ST3GAL2
alpha,4,mitochondrial translation (GO:0032543),9/108,9,108,0.362377538876178,0.747073959670108,0,0,1.17041198501873,1.18804855518793,MRPL2;MRPS16;MRPS27;GATC;MRPL37;MRPS6;MRPL43;DAP3;C12ORF65
alpha,4,regulation of response to external stimulus (GO:0032101),9/108,9,108,0.362377538876178,0.747073959670108,0,0,1.17041198501873,1.18804855518793,HERC5;TRAF3;OTUD7A;TNFAIP3;BIRC2;RELA;CD55;FOXP1;BRD4
alpha,4,cellular response to starvation (GO:0009267),9/108,9,108,0.362377538876178,0.747073959670108,0,0,1.17041198501873,1.18804855518793,RRAGA;MAP1LC3A;MIOS;LAMP2;ZC3H12A;FADS1;GABARAP;MAP3K5;ATF4
alpha,4,positive regulation of epithelial cell proliferation (GO:0050679),9/108,9,108,0.362377538876178,0.747073959670108,0,0,1.17041198501873,1.18804855518793,NR4A1;EGR3;NR4A3;STXBP4;AKT3;NRARP;RREB1;BMP6;TGFBR1
alpha,4,positive regulation of protein catabolic process (GO:0045732),7/82,7,82,0.366629223790682,0.747073959670108,0,0,1.19895861879967,1.20304015091259,BARD1;VCP;RDX;TNFAIP3;SNX9;DACT1;ANAPC2
alpha,4,positive regulation of protein localization to nucleus (GO:1900182),4/43,4,43,0.366981849729372,0.747073959670108,0,0,1.30650640188137,1.30969805059945,CCT2;HYAL2;ZC3H12A;IPO5
alpha,4,negative regulation of protein secretion (GO:0050709),4/43,4,43,0.366981849729372,0.747073959670108,0,0,1.30650640188137,1.30969805059945,MIDN;BMP8A;SERGEF;RAB11FIP5
alpha,4,regulation of interleukin-6 production (GO:0032675),4/43,4,43,0.366981849729372,0.747073959670108,0,0,1.30650640188137,1.30969805059945,ZC3H12A;MAPKAPK2;TNFAIP3;ARRB1
alpha,4,regulation of protein modification process (GO:0031399),4/43,4,43,0.366981849729372,0.747073959670108,0,0,1.30650640188137,1.30969805059945,CDK9;FN1;HSPB1;CORO1C
alpha,4,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),6/69,6,69,0.368034935302403,0.747073959670108,0,0,1.22129946262824,1.22078335665863,USP47;DDX3X;TRIAP1;PAK2;SH3RF1;BIRC2
alpha,4,regulation of endopeptidase activity (GO:0052548),6/69,6,69,0.368034935302403,0.747073959670108,0,0,1.22129946262824,1.22078335665863,VTN;PSMA3;PRELID1;SERPINE2;BIRC2;SERPINB6
alpha,4,negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512),5/56,5,56,0.36845407860354,0.747073959670108,0,0,1.25401284109149,1.25205556807387,SMAD3;UBB;SKIL;TGFBR1;BCL9L
alpha,4,Golgi organization (GO:0007030),10/122,10,122,0.369580267410205,0.747073959670108,0,0,1.15122490329711,1.14591468235576,GOLGA2;ARHGAP21;GOLPH3;ATP8B3;GORASP2;GORASP1;DYM;YWHAZ;TMED4;CLASP2
alpha,4,glucan catabolic process (GO:0009251),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,GYG1;PGM1
alpha,4,regulation of multicellular organism growth (GO:0040014),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,STAT5B;PTCH1
alpha,4,regulation of telomerase RNA localization to Cajal body (GO:1904872),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,CCT2;SHQ1
alpha,4,nuclear envelope reassembly (GO:0031468),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,ANKLE2;SPAST
alpha,4,regulation of lipid catabolic process (GO:0050994),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,PDE3B;TYSND1
alpha,4,regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,BMP6;CD55
alpha,4,establishment or maintenance of apical/basal cell polarity (GO:0035088),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,FSCN1;FOXJ1
alpha,4,negative regulation of RNA splicing (GO:0033119),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,TMBIM6;SRSF9
alpha,4,anion homeostasis (GO:0055081),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,LIPG;PQLC2
alpha,4,prostaglandin biosynthetic process (GO:0001516),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,PTGES2;TBXAS1
alpha,4,glycogen catabolic process (GO:0005980),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,GYG1;PGM1
alpha,4,regulation of smooth muscle cell migration (GO:0014910),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,VTN;SLIT2
alpha,4,snRNA metabolic process (GO:0016073),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,MEPCE;INTS2
alpha,4,positive regulation of natural killer cell mediated immunity (GO:0002717),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,RAET1G;RASGRP1
alpha,4,negative regulation of calcium-mediated signaling (GO:0050849),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,PKD2;CALM2
alpha,4,membrane lipid metabolic process (GO:0006643),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,ARV1;ALOXE3
alpha,4,receptor localization to synapse (GO:0097120),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,NLGN1;KIF5B
alpha,4,regulation of cellular response to transforming growth factor beta stimulus (GO:1903844),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,SMAD4;SMAD3
alpha,4,cardiac muscle cell contraction (GO:0086003),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,CACNA1D;ATP1A1
alpha,4,negative regulation of osteoclast differentiation (GO:0045671),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,FBXW7;TCTA
alpha,4,release of cytochrome c from mitochondria (GO:0001836),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,MFF;CLU
alpha,4,endoplasmic reticulum calcium ion homeostasis (GO:0032469),2/18,2,18,0.370313093222065,0.747073959670108,0,0,1.5605493133583,1.5502597273252,ATP2A2;TMCO1
alpha,4,nucleotide-excision repair (GO:0006289),9/109,9,109,0.37266296746985,0.747073959670108,0,0,1.15967426038553,1.14469224338418,UBE2I;UBB;PAPD7;POLR2A;RFC2;LIG4;CHD1L;POLR2H;PRPF19
alpha,4,Fc receptor mediated stimulatory signaling pathway (GO:0002431),11/136,11,136,0.375677766856324,0.747073959670108,0,0,1.13598810310641,1.11215905555817,PAK1;NR4A3;HSP90AB1;PIK3CA;PRKCE;PLCG1;PIK3CB;RAC1;BAIAP2;CRK;ACTB
alpha,4,heart development (GO:0007507),12/150,12,150,0.380922613799749,0.747073959670108,0,0,1.12359550561798,1.08444835715982,RARG;FLRT3;TCF25;SRF;CHD7;NF1;ECE1;CRELD1;BCOR;PKD2;BVES;TGFBR1
alpha,4,negative regulation of angiogenesis (GO:0016525),6/70,6,70,0.381017005565352,0.747073959670108,0,0,1.20385232744783,1.16161067915936,MECP2;PDE3B;KRIT1;CTNNB1;HSPG2;GTF2I
alpha,4,regulation of defense response to virus by host (GO:0050691),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,RNF216;ZC3H12A;TNFAIP3
alpha,4,activation of JUN kinase activity (GO:0007257),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,ERN1;MAP4K2;MAP3K5
alpha,4,positive regulation of cation channel activity (GO:2001259),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,ARC;PKD2;CALM2
alpha,4,regulation of intracellular estrogen receptor signaling pathway (GO:0033146),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,LATS1;PAK1;STRN3
alpha,4,aminoglycan metabolic process (GO:0006022),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,AGRN;HSPG2;CLN6
alpha,4,ATP-dependent chromatin remodeling (GO:0043044),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,SMARCC1;PBRM1;ACTB
alpha,4,regulation of blood coagulation (GO:0030193),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,VTN;TEC;SERPINE2
alpha,4,regulation of sodium ion transmembrane transport (GO:1902305),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,FXYD6-FXYD2;SLMAP;FXYD6
alpha,4,chondroitin sulfate metabolic process (GO:0030204),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,CHPF;CHSY1;HEXB
alpha,4,negative regulation of endothelial cell proliferation (GO:0001937),3/31,3,31,0.381221563755154,0.747073959670108,0,0,1.35918811163465,1.31076641090157,DLL4;KRIT1;NF1
alpha,4,regulation of BMP signaling pathway (GO:0030510),5/57,5,57,0.382907468192564,0.747073959670108,0,0,1.23201261580919,1.1826851917003,SMAD4;FOXD1;NBL1;SKIL;HIPK2
alpha,4,positive regulation of protein transport (GO:0051222),5/57,5,57,0.382907468192564,0.747073959670108,0,0,1.23201261580919,1.1826851917003,ACHE;GOLPH3;ACSL3;PPID;BMP6
alpha,4,intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332),4/44,4,44,0.383525628808663,0.747073959670108,0,0,1.27681307456588,1.22363231831205,HINT1;MSH2;CDIP1;HIPK2
alpha,4,positive regulation of protein localization to plasma membrane (GO:1903078),4/44,4,44,0.383525628808663,0.747073959670108,0,0,1.27681307456588,1.22363231831205,CNPY4;KIF5B;PRKCE;ACSL3
alpha,4,histone H3 acetylation (GO:0043966),4/44,4,44,0.383525628808663,0.747073959670108,0,0,1.27681307456588,1.22363231831205,MEAF6;LDB1;TAF9;TAF5L
alpha,4,RNA catabolic process (GO:0006401),4/44,4,44,0.383525628808663,0.747073959670108,0,0,1.27681307456588,1.22363231831205,ERN1;SUPV3L1;RNASEH1;PABPC4
alpha,4,positive regulation of protein metabolic process (GO:0051247),8/97,8,97,0.386685831856475,0.747073959670108,0,0,1.15834588208039,1.1005939066745,BARD1;VCP;LDB1;SCAP;TNFAIP3;CLU;ANAPC2;DACT1
alpha,4,viral gene expression (GO:0019080),9/111,9,111,0.393301561228507,0.747073959670108,0,0,1.13877922866687,1.06268444046937,NUP214;NUP188;NUP155;RPL12;RPLP0;NUP62;NUP153;RPL9;RPL39
alpha,4,negative regulation of smoothened signaling pathway (GO:0045879),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,PTCH1;GLI3
alpha,4,positive regulation of chromosome organization (GO:2001252),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,LIG4;GNL3
alpha,4,negative regulation of lymphocyte activation (GO:0051250),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,TNFAIP3;FOXJ1
alpha,4,protein ADP-ribosylation (GO:0006471),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,TNKS2;TNKS
alpha,4,posttranscriptional gene silencing by RNA (GO:0035194),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,CNOT7;AGO2
alpha,4,sulfur compound transport (GO:0072348),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,SLC35B2;SLC9A3R1
alpha,4,endothelial cell development (GO:0001885),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,RAP1A;RDX
alpha,4,muscle tissue morphogenesis (GO:0060415),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,HEY2;MYLK
alpha,4,cyclic nucleotide biosynthetic process (GO:0009190),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,GUCY1B3;ADCY3
alpha,4,Rac protein signal transduction (GO:0016601),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,RAC1;WASF1
alpha,4,purine ribonucleoside bisphosphate metabolic process (GO:0034035),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,PODXL2;ABHD14B
alpha,4,endocardial cushion development (GO:0003197),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,HEY1;CRELD1
alpha,4,negative regulation of lipid metabolic process (GO:0045833),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,PDE3B;PPP2R5A
alpha,4,positive regulation of lipid storage (GO:0010884),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,HILPDA;ZC3H12A
alpha,4,osteoclast differentiation (GO:0030316),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,ANXA2;FOXP1
alpha,4,leukotriene metabolic process (GO:0006691),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,MAPKAPK2;LTA4H
alpha,4,purine ribonucleotide catabolic process (GO:0009154),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,HINT1;PDE3B
alpha,4,striated muscle cell differentiation (GO:0051146),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,KDM6B;BVES
alpha,4,positive regulation of excitatory postsynaptic potential (GO:2000463),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,NLGN1;GPRIN1
alpha,4,regulation of neuron migration (GO:2001222),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,ZNF609;PLAA
alpha,4,macromolecule biosynthetic process (GO:0009059),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,GALNT2;GLT8D2
alpha,4,regulation of platelet activation (GO:0010543),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,TEC;NOS3
alpha,4,DNA double-strand break processing (GO:0000729),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,BARD1;KAT5
alpha,4,mitochondrial calcium ion homeostasis (GO:0051560),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,MCUR1;MICU1
alpha,4,regulation of cAMP biosynthetic process (GO:0030817),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,CALM2;CAP2
alpha,4,positive regulation of transcription regulatory region DNA binding (GO:2000679),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,RB1;CTNNB1
alpha,4,histone methylation (GO:0016571),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,NTMT1;NSD1
alpha,4,NADP metabolic process (GO:0006739),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,PGLS;RBKS
alpha,4,positive regulation of activated T cell proliferation (GO:0042104),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,TNFSF9;FADD
alpha,4,production of small RNA involved in gene silencing by RNA (GO:0070918),2/19,2,19,0.396322966716718,0.747073959670108,0,0,1.47841513897102,1.36831139504619,AGO2;DROSHA
alpha,4,regulation of neurogenesis (GO:0050767),5/58,5,58,0.397345665754226,0.747073959670108,0,0,1.21077101898489,1.11747951682315,NLGN1;LIG4;CTNNB1;ZNF335;CDK5R1
alpha,4,regulation of Rho protein signal transduction (GO:0035023),5/58,5,58,0.397345665754226,0.747073959670108,0,0,1.21077101898489,1.11747951682315,KANK1;CUL3;STMN1;ARRB1;RAC1
alpha,4,epidermal growth factor receptor signaling pathway (GO:0007173),5/58,5,58,0.397345665754226,0.747073959670108,0,0,1.21077101898489,1.11747951682315,PIK3CA;PLCG1;PIK3C2A;SOS1;EPS15
alpha,4,protein localization to organelle (GO:0033365),8/98,8,98,0.397717784614447,0.747073959670108,0,0,1.14652602614079,1.05711145276299,FAM83H;ARFRP1;DDX3X;DDX1;TTC21A;BBS9;WDR35;UBAC2
alpha,4,amide biosynthetic process (GO:0043604),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,SMPD2;SGMS1;ALOXE3;ASS1
alpha,4,positive regulation of macroautophagy (GO:0016239),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,SCOC;LRSAM1;TBK1;BNIP3
alpha,4,protein N-linked glycosylation via asparagine (GO:0018279),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,DPM1;VCP;RPN2;ST3GAL2
alpha,4,regulation of steroid biosynthetic process (GO:0050810),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,IDI1;SCD;SCAP;RAN
alpha,4,positive regulation of viral process (GO:0048524),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,CDK9;POLR2A;CFL1;POLR2H
alpha,4,myeloid cell differentiation (GO:0030099),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,SLC25A38;CDKN2B;SNRK;HIPK2
alpha,4,positive regulation of viral life cycle (GO:1903902),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,DDX3X;CNOT7;PKN2;PPID
alpha,4,negative regulation of immune system process (GO:0002683),4/45,4,45,0.400016593710426,0.747073959670108,0,0,1.24843945068664,1.14388170843763,LRRC14;TSC22D3;TYRO3;FADD
alpha,4,skeletal system morphogenesis (GO:0048705),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,TFAP2A;RARG;TGFBR1
alpha,4,zinc ion homeostasis (GO:0055069),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,SLC30A5;SLC39A13;SLC39A7
alpha,4,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,NOS3;TNFAIP3;FADD
alpha,4,regulation of protein autophosphorylation (GO:0031952),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,ERRFI1;TESK1;CALM2
alpha,4,cellular zinc ion homeostasis (GO:0006882),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,SLC30A5;SLC39A13;SLC39A7
alpha,4,nucleobase-containing small molecule interconversion (GO:0015949),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,TXNRD1;CMPK1;TXN
alpha,4,gene silencing by miRNA (GO:0035195),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,CNOT7;AGO2;RAN
alpha,4,vesicle-mediated transport to the plasma membrane (GO:0098876),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,ARFGEF2;EXOC6;EXOC5
alpha,4,negative regulation of blood vessel endothelial cell migration (GO:0043537),3/32,3,32,0.400945796841592,0.747073959670108,0,0,1.31671348314607,1.20338267747052,DLL4;MECP2;RHOA
