rank,motif,id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,lfdr,family.id,family.name,class.id,class.name,superclass.id,superclass.name
536,Hand1::Tcf3,MA0092.1,beta,delta,beta_vs_delta,0.0119558001962014,0.0196168858919985,delta,0.424935933122362,0.443311541041167,1,0.353290962259767,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
537,SOX21,MA0866.1,beta,delta,beta_vs_delta,-0.0397709195291753,-0.0318798215252984,delta,0.423470963734105,0.442580664263622,1,0.354007563718849,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
538,GSC,MA0648.1,beta,delta,beta_vs_delta,-0.00609479721238793,0.00213745510213509,delta,0.417367554300637,0.436990621953108,1,0.359527883115891,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
539,TFAP2C(var.3),MA0815.1,alpha,gamma,alpha_vs_gamma,0.00720948817427103,0.0198919307639959,gamma,0.414157206708135,0.436788748058307,1,0.359728557847113,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
540,FOXP1,MA0481.2,alpha,gamma,alpha_vs_gamma,0.0672809526688114,0.0823002948941904,gamma,0.413709552807401,0.436788748058307,1,0.359728557847113,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
541,CENPB,MA0637.1,beta,delta,beta_vs_delta,-0.0197886456622314,-0.011140389610641,delta,0.413909487197201,0.434155059940542,1,0.362355133046345,"","",,"",,""
542,ZBTB33,MA0527.1,beta,delta,beta_vs_delta,-0.0336908795453533,-0.0238226510285434,delta,0.403868038745134,0.425162898969877,1,0.371444640375599,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
543,ID4,MA0824.1,beta,delta,beta_vs_delta,0.0266834403186815,0.0388215034026527,delta,0.393873651204086,0.415708994773705,1,0.381210578480737,1.2.8,HLH only,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
544,TFAP2A(var.3),MA0872.1,alpha,gamma,alpha_vs_gamma,-0.0183101446889536,-0.00109758661324623,gamma,0.38458311602215,0.407827150507005,1,0.389523865063839,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
545,RBPJ,MA1116.1,alpha,gamma,alpha_vs_gamma,0.117538283584006,0.138145424407758,gamma,0.381052494555615,0.406315643365932,1,0.391136456785776,6.1.4,CSL-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
546,Nr2e1,MA0676.1,alpha,gamma,alpha_vs_gamma,-0.00738045461615621,0.0122106533267923,gamma,0.378893786787838,0.40475922979734,1,0.392803239166681,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
547,E2F1,MA0024.3,alpha,gamma,alpha_vs_gamma,-0.0239073432821132,-0.00469861476205212,gamma,0.378765915996095,0.40475922979734,1,0.392803239166681,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
548,T,MA0009.2,beta,delta,beta_vs_delta,0.0124264100897116,0.0245672707751874,delta,0.381513077220571,0.403932276187646,1,0.393691443165372,6.5.1,Brachyury-related,6.5,T-Box factors,6,Immunoglobulin fold
549,STAT3,MA0144.2,beta,delta,beta_vs_delta,-0.183453241988909,-0.169394384476045,delta,0.376377272528559,0.400465289029669,1,0.397435121118252,6.2.1,STAT,6.2,STAT domain factors,6,Immunoglobulin fold
550,RREB1,MA0073.1,beta,delta,beta_vs_delta,-0.0698771053443728,-0.0572939673319127,delta,0.374010393114061,0.399542467920741,1,0.398437052136213,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
551,MYB,MA0100.3,alpha,gamma,alpha_vs_gamma,0.0689923312420596,0.0889503497201263,gamma,0.36228516190904,0.390620314237121,1,0.408245174945558,3.5.1,Myb-SANT,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
552,MZF1,MA0056.1,beta,delta,beta_vs_delta,0.00706180442721898,0.018790098247521,delta,0.364565251912348,0.390172423026339,1,0.408743429330847,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
553,KLF5,MA0599.1,alpha,gamma,alpha_vs_gamma,-0.0400026254284987,-0.0236118597261937,gamma,0.358079090198385,0.386805584374748,1,0.412507264564137,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
554,GLIS1,MA0735.1,alpha,gamma,alpha_vs_gamma,-0.0703737102405178,-0.0473539073142209,gamma,0.357338144487327,0.38672670216479,1,0.412595840333294,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
555,Pax2,MA0067.1,alpha,gamma,alpha_vs_gamma,-0.116732729161423,-0.0923364360488584,gamma,0.353153196794499,0.382913297647968,1,0.416899551398836,3.2.2,PD,3.2,Paired box factors,3,Helix-turn-helix domains
556,ETV1,MA0761.1,alpha,gamma,alpha_vs_gamma,-0.00552942716659873,0.0221985351889735,gamma,0.352438825399764,0.382913297647968,1,0.416899551398836,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
557,SOX9,MA0077.1,alpha,gamma,alpha_vs_gamma,-0.142775855571767,-0.117758532624401,gamma,0.350596671176962,0.382289025633637,1,0.417608169088384,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
558,MSC,MA0665.1,alpha,gamma,alpha_vs_gamma,0.00906081745121189,0.0361731932072945,gamma,0.339210227191481,0.374100421988319,1,0.42701180191381,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
559,DMRT3,MA0610.1,beta,delta,beta_vs_delta,-0.0960555629904044,-0.0796758660192594,delta,0.3466237381146,0.372347206620321,1,0.429051899921675,2.5.1,DMRT,2.5,DM-type intertwined zinc finger factors,2,Zinc-coordinating DNA-binding domains
560,BHLHE40,MA0464.2,beta,delta,beta_vs_delta,-0.243391734912182,-0.226001725925795,delta,0.341271288081841,0.367962897205561,1,0.434195970324441,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
561,ZIC4,MA0751.1,alpha,gamma,alpha_vs_gamma,-0.188886595201141,-0.160667635340165,gamma,0.32630829493677,0.361939660475843,1,0.441363825341445,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
562,Znf423,MA0116.1,alpha,gamma,alpha_vs_gamma,-0.00451253195795604,0.0250780927686,gamma,0.325362824643796,0.361583638135812,1,0.441791229823058,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
563,Dmbx1,MA0883.1,alpha,gamma,alpha_vs_gamma,-0.0999371229653443,-0.0737632672993666,gamma,0.323829800958087,0.360572028374486,1,0.443007967002941,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
564,OTX1,MA0711.1,alpha,gamma,alpha_vs_gamma,0.0555308277027039,0.0871236246557006,gamma,0.322737908515396,0.360048649384228,1,0.443638813867027,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
565,HSF2,MA0770.1,alpha,gamma,alpha_vs_gamma,-0.0525850705882679,-0.0229070121850407,gamma,0.315419347494164,0.355717784374293,1,0.448894421396897,3.4.1,HSF,3.4,Heat shock factors,3,Helix-turn-helix domains
566,TFAP2B(var.3),MA0813.1,alpha,gamma,alpha_vs_gamma,-0.0221504534772262,0.00643998271427545,gamma,0.313397553319219,0.355102120101424,1,0.449646734779204,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
567,Gmeb1,MA0615.1,beta,delta,beta_vs_delta,-0.0472531716210953,-0.028243852467962,delta,0.322561044509129,0.349089429478104,1,0.457063301540543,5.3.3,GMEB,5.3,SAND domain factors,5,alpha-Helices exposed by beta-structures
568,TFAP2B,MA0811.1,alpha,gamma,alpha_vs_gamma,-0.0671872223609105,-0.0340009874078787,gamma,0.299591204777449,0.342136701313892,1,0.465800336153534,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
569,Hes2,MA0616.1,beta,delta,beta_vs_delta,-0.137684480335635,-0.118237500083017,delta,0.311664093203103,0.338755032316084,1,0.470114244483964,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
570,EVX2,MA0888.1,beta,delta,beta_vs_delta,0.491737528653337,0.514302858645247,delta,0.311841851855739,0.338755032316084,1,0.470114244483964,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
571,EN2,MA0642.1,beta,delta,beta_vs_delta,0.363140618995237,0.384935272638832,delta,0.309595661468786,0.337581709963139,1,0.471621091303669,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
572,HINFP,MA0131.2,alpha,gamma,alpha_vs_gamma,0.0284746953665296,0.0595442051300242,gamma,0.294833141020723,0.337368357017783,1,0.471895653866101,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
573,FOSL2::JUNB(var.2),MA1139.1,alpha,gamma,alpha_vs_gamma,-0.100706101132179,-0.0617533324177352,gamma,0.289267666374834,0.332313450061565,1,0.478452080721569,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
573,FOSL2::JUNB(var.2),MA1139.1,alpha,gamma,alpha_vs_gamma,-0.100706101132179,-0.0617533324177352,gamma,0.289267666374834,0.332313450061565,1,0.478452080721569,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
574,ZIC1,MA0696.1,alpha,gamma,alpha_vs_gamma,-0.173816619094303,-0.138938243245418,gamma,0.288668242845399,0.33228412049202,1,0.478490412701048,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
575,FOSL1::JUN(var.2),MA1129.1,alpha,gamma,alpha_vs_gamma,-0.116356553366532,-0.0755899436722797,gamma,0.283165519514844,0.327905671598189,1,0.484251071520646,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
575,FOSL1::JUN(var.2),MA1129.1,alpha,gamma,alpha_vs_gamma,-0.116356553366532,-0.0755899436722797,gamma,0.283165519514844,0.327905671598189,1,0.484251071520646,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
576,LBX1,MA0618.1,beta,delta,beta_vs_delta,0.488539257757255,0.510875126499722,delta,0.299203626166942,0.327483742061738,1,0.484810255697042,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
577,EN1,MA0027.2,alpha,gamma,alpha_vs_gamma,-0.446168001475493,-0.407138554950313,gamma,0.273246499853054,0.31943000206823,1,0.495624295709252,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
578,JDP2(var.2),MA0656.1,alpha,gamma,alpha_vs_gamma,-0.128035688085449,-0.0847866638822686,gamma,0.273639518179347,0.31943000206823,1,0.495624295709252,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
579,KLF4,MA0039.3,alpha,gamma,alpha_vs_gamma,-0.0130531030182929,0.0264558755307994,gamma,0.270077197982914,0.316547970915197,1,0.499560465978106,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
1,Nr2e3,MA0164.1,alpha,gamma,alpha_vs_gamma,0.057455771360384,0.097875671333364,gamma,0.267897599147203,0.314630243217506,1,0.502199533997553,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
2,DUX4,MA0468.1,alpha,gamma,alpha_vs_gamma,-0.163424836501795,-0.123616567425452,gamma,0.261957365721493,0.308279095025904,1,0.51105592458493,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
3,EOMES,MA0800.1,alpha,gamma,alpha_vs_gamma,0.0708530750545461,0.114349988775308,gamma,0.258599224267229,0.30556928745046,1,0.514890298529197,6.5.2,"",6.5,T-Box factors,6,Immunoglobulin fold
4,NFKB1,MA0105.4,beta,delta,beta_vs_delta,-0.170889799570708,-0.14611397821045,delta,0.273715599410194,0.302445290187981,1,0.519353174130004,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
5,VSX1,MA0725.1,beta,delta,beta_vs_delta,0.387390667953218,0.414284720066602,delta,0.263633268400471,0.291861687196698,1,0.534822911285091,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
6,VSX2,MA0726.1,beta,delta,beta_vs_delta,0.387390667953218,0.414284720066602,delta,0.263633268400471,0.291861687196698,1,0.534822911285091,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
7,CDX2,MA0465.1,alpha,gamma,alpha_vs_gamma,-0.00625715413727756,0.0405108236160434,gamma,0.244514123828659,0.290705703689514,1,0.536546447223098,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
8,MYB,MA0100.3,beta,delta,beta_vs_delta,-0.0462168417097512,-0.0196728823421228,delta,0.258625712493418,0.287417058605929,1,0.541487459449641,3.5.1,Myb-SANT,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
9,NFIC::TLX1,MA0119.1,beta,delta,beta_vs_delta,0.00809481124807757,0.0363828874381021,delta,0.25711359625208,0.28628610044222,1,0.543199737021302,7.1.2,NF-1,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
9,NFIC::TLX1,MA0119.1,beta,delta,beta_vs_delta,0.00809481124807757,0.0363828874381021,delta,0.25711359625208,0.28628610044222,1,0.543199737021302,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
10,MEIS2,MA0774.1,beta,delta,beta_vs_delta,-0.122970318056623,-0.0953668229784633,delta,0.252538464301016,0.281733662486105,1,0.550161258947708,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
11,Foxd3,MA0041.1,alpha,gamma,alpha_vs_gamma,0.0496263245566914,0.0959885408834436,gamma,0.234934420223423,0.280468101668788,1,0.552116524985292,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
12,NFAT5,MA0606.1,alpha,gamma,alpha_vs_gamma,0.0772716647871963,0.122070118371664,gamma,0.232038694354517,0.278636601370346,1,0.554961835761658,6.1.3,NFAT-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
13,BARHL2,MA0635.1,alpha,gamma,alpha_vs_gamma,-0.219011583333971,-0.171700026015631,gamma,0.232437786635366,0.278636601370346,1,0.554961835761658,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
14,Ar,MA0007.3,beta,delta,beta_vs_delta,0.0340896172886387,0.0605383165226001,delta,0.247667875586259,0.276833397614757,1,0.557781517087947,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
15,LMX1A,MA0702.1,alpha,gamma,alpha_vs_gamma,-0.361613839753179,-0.315703222399661,gamma,0.223916700998569,0.270099520579524,1,0.568476186674644,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
16,LMX1B,MA0703.1,alpha,gamma,alpha_vs_gamma,-0.361613839753179,-0.315703222399661,gamma,0.223916700998569,0.270099520579524,1,0.568476186674644,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
17,Lhx4,MA0704.1,alpha,gamma,alpha_vs_gamma,-0.361613839753179,-0.315703222399661,gamma,0.223916700998569,0.270099520579524,1,0.568476186674644,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
18,UNCX,MA0721.1,alpha,gamma,alpha_vs_gamma,-0.361613839753179,-0.315703222399661,gamma,0.223916700998569,0.270099520579524,1,0.568476186674644,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
19,LHX2,MA0700.1,beta,delta,beta_vs_delta,0.6110725147163,0.641835362077285,delta,0.240173669108788,0.270020494007744,1,0.568603272519885,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
20,POU4F2,MA0683.1,alpha,gamma,alpha_vs_gamma,-0.169508513822377,-0.118080060029931,gamma,0.220388470696302,0.268641946385597,1,0.570826174610351,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
21,Rarg(var.2),MA0860.1,alpha,gamma,alpha_vs_gamma,-0.0557307354611561,-0.00173051023497224,gamma,0.218598985449478,0.267587341596718,1,0.572534435017533,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
22,GCM2,MA0767.1,beta,delta,beta_vs_delta,-0.0268683360278091,0.00259510783425594,delta,0.23506585566989,0.26551905318158,1,0.575904309253974,7.2.1,GCM,7.2,GCM domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
23,EVX1,MA0887.1,beta,delta,beta_vs_delta,0.41135319696304,0.443669846998991,delta,0.235252632611659,0.26551905318158,1,0.575904309253974,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
24,ETV3,MA0763.1,beta,delta,beta_vs_delta,-0.208370251369852,-0.176521464425674,delta,0.224649194266277,0.254543803288013,1,0.594237471129411,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
25,SCRT2,MA0744.1,alpha,gamma,alpha_vs_gamma,0.239685049553123,0.296546430510147,gamma,0.205027765643858,0.254199306868938,1,0.59482563798109,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
26,EMX2,MA0886.1,beta,delta,beta_vs_delta,0.587477360780015,0.622081744724872,delta,0.22093743407763,0.250828969276368,1,0.600622306476424,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
27,Creb5,MA0840.1,alpha,gamma,alpha_vs_gamma,-0.0762813478277271,-0.0184078040563919,gamma,0.201393557449116,0.250229334255446,1,0.601661779540651,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
28,RARA(var.2),MA0730.1,alpha,gamma,alpha_vs_gamma,-0.21855819557334,-0.167901991753515,gamma,0.200952713895546,0.250218540528003,1,0.601680513384892,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
29,OTX1,MA0711.1,beta,delta,beta_vs_delta,-0.053704206280224,-0.0229040172467578,delta,0.218028225314755,0.248012460623268,1,0.605526498835155,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
30,GLI2,MA0734.1,alpha,gamma,alpha_vs_gamma,0.0427612256685295,0.0989749002903419,gamma,0.198429537995545,0.247609272628062,1,0.606233095613974,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
31,Rhox11,MA0629.1,alpha,gamma,alpha_vs_gamma,0.0360777866622438,0.090032912608226,gamma,0.194043875363074,0.243712372744511,1,0.613122422073927,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
32,Myog,MA0500.1,alpha,gamma,alpha_vs_gamma,-0.207663528945346,-0.151563238572799,gamma,0.189334422905377,0.238833618436194,1,0.621904541555628,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
33,HOXD12,MA0873.1,beta,delta,beta_vs_delta,0.0129459801944881,0.0479754929097891,delta,0.208051933897888,0.238067331476041,1,0.623300196082278,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
34,POU4F3,MA0791.1,alpha,gamma,alpha_vs_gamma,-0.106325674583725,-0.0470716400856036,gamma,0.187931272781861,0.237975338796279,1,0.623468046219204,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
35,TFAP2C,MA0524.2,alpha,gamma,alpha_vs_gamma,-0.0799381331472953,-0.0228826870922209,gamma,0.188243014108283,0.237975338796279,1,0.623468046219204,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
36,CEBPD,MA0836.1,beta,delta,beta_vs_delta,-0.0637988699653286,-0.028080887408779,delta,0.202538156603912,0.233140343287604,1,0.632382568387747,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
37,ELK3,MA0759.1,alpha,gamma,alpha_vs_gamma,0.0187397290340323,0.0823664501190038,gamma,0.182941160431434,0.232287131337281,1,0.6339748493647,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
38,Stat4,MA0518.1,beta,delta,beta_vs_delta,-0.196868053913069,-0.159398184159606,delta,0.199660281454385,0.230285464067907,1,0.637733474429742,6.2.1,STAT,6.2,STAT domain factors,6,Immunoglobulin fold
39,Pou5f1::Sox2,MA0142.1,beta,delta,beta_vs_delta,-0.100798311017621,-0.0682222038415941,delta,0.198762431614218,0.22970748084757,1,0.638824860974256,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
39,Pou5f1::Sox2,MA0142.1,beta,delta,beta_vs_delta,-0.100798311017621,-0.0682222038415941,delta,0.198762431614218,0.22970748084757,1,0.638824860974256,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
40,INSM1,MA0155.1,alpha,gamma,alpha_vs_gamma,-0.0535175295999474,0.00291725080933309,gamma,0.178711359081252,0.228672804144706,1,0.640785482582554,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
41,NR1H4,MA1110.1,alpha,gamma,alpha_vs_gamma,-0.337215622211396,-0.276710998527189,gamma,0.178909810496635,0.228672804144706,1,0.640785482582554,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
42,CUX2,MA0755.1,alpha,gamma,alpha_vs_gamma,-0.0455221207808324,0.0150532756528774,gamma,0.176308831739416,0.226850696838048,1,0.644259882333806,3.1.9,HD-CUT,3.1,Homeo domain factors,3,Helix-turn-helix domains
43,HOXC11,MA0651.1,alpha,gamma,alpha_vs_gamma,-0.0400886029926394,0.0212373298019028,gamma,0.173441938225463,0.224659691795399,1,0.648474841248698,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
44,HOXC12,MA0906.1,alpha,gamma,alpha_vs_gamma,-0.0108577395494468,0.0532809540073242,gamma,0.17196610755628,0.223749160168733,1,0.650238586111579,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
45,Sox11,MA0869.1,beta,delta,beta_vs_delta,-0.115225035554537,-0.081586104738228,delta,0.189342367989331,0.220139018204463,1,0.657302974761176,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
46,FOXP2,MA0593.1,alpha,gamma,alpha_vs_gamma,-0.0698203121850843,-0.00419654737444937,gamma,0.163171570422341,0.212784547915621,1,0.672059913024716,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
47,FOSB::JUN,MA1127.1,alpha,gamma,alpha_vs_gamma,-0.150901865876158,-0.0807483153317593,gamma,0.161301914662449,0.211298209478638,1,0.675104183103115,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
47,FOSB::JUN,MA1127.1,alpha,gamma,alpha_vs_gamma,-0.150901865876158,-0.0807483153317593,gamma,0.161301914662449,0.211298209478638,1,0.675104183103115,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
48,Hoxa11,MA0911.1,alpha,gamma,alpha_vs_gamma,-0.0556233371568909,0.00604191318539838,gamma,0.160828576569833,0.211155886244747,1,0.675396807547236,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
49,TBX21,MA0690.1,alpha,gamma,alpha_vs_gamma,-0.000132593163670388,0.0687423797698574,gamma,0.159888193827132,0.210398327786158,1,0.676957716210932,6.5.2,"",6.5,T-Box factors,6,Immunoglobulin fold
50,CDX2,MA0465.1,beta,delta,beta_vs_delta,-0.0216729586498791,0.0141081883789222,delta,0.175974606958784,0.205008646738704,1,0.688227821131018,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
51,Dlx1,MA0879.1,alpha,gamma,alpha_vs_gamma,-0.276080129467688,-0.207921518308001,gamma,0.152661996269624,0.201806611507106,1,0.695064609684749,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
52,HOXD12,MA0873.1,alpha,gamma,alpha_vs_gamma,-0.0789048062358296,-0.00919798136412612,gamma,0.151320919196639,0.201413361413458,1,0.695911722483208,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
53,HNF1B,MA0153.2,alpha,gamma,alpha_vs_gamma,0.959656920923916,1.05127075353235,gamma,0.147682668921522,0.197023652777791,1,0.705481633461471,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
54,HOXC13,MA0907.1,alpha,gamma,alpha_vs_gamma,-0.0465712351365176,0.024743778271144,gamma,0.147656832983468,0.197023652777791,1,0.705481633461471,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
55,HMBOX1,MA0895.1,alpha,gamma,alpha_vs_gamma,0.00530227620173303,0.0754350935695482,gamma,0.145312489292732,0.19475910023262,1,0.710502240518167,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
56,JUNB(var.2),MA1140.1,alpha,gamma,alpha_vs_gamma,-0.0824067313175761,-0.00965308154253651,gamma,0.144817619041408,0.194546174999942,1,0.710977303501969,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
57,Sox1,MA0870.1,beta,delta,beta_vs_delta,-0.0273168852135314,0.0127277551813337,delta,0.163294571437112,0.1913918155103,1,0.718076637900414,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
58,HOXC12,MA0906.1,beta,delta,beta_vs_delta,-0.0263923375896435,0.0131922587951389,delta,0.162647103928124,0.191019621043375,1,0.718922020850659,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
59,Nr2f6(var.2),MA0728.1,beta,delta,beta_vs_delta,-0.180275859627841,-0.138197572123246,delta,0.15898970332715,0.187484802905132,1,0.727033929439868,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
60,HSF4,MA0771.1,beta,delta,beta_vs_delta,-0.0433385949676973,0.00236470946047017,delta,0.15846568445361,0.187248227140082,1,0.727582285494581,3.4.1,HSF,3.4,Heat shock factors,3,Helix-turn-helix domains
61,DLX6,MA0882.1,beta,delta,beta_vs_delta,0.613977488300634,0.658878456685732,delta,0.158166645820469,0.187248227140082,1,0.727582285494581,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
62,FEV,MA0156.2,alpha,gamma,alpha_vs_gamma,0.017132710359001,0.0957217050824122,gamma,0.135618240013923,0.183377950304467,1,0.736652885878626,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
