motif,jaspar.id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,family.id,family.name,class.id,class.name,superclass.id,superclass.name
ZNF384,MA1125.1,beta_1,beta_2,beta_1.vs.beta_2,-0.257192919918103,-0.0316000299991614,beta_2,1.00920956313546e-21,2.9363434022886e-21,5.84332337055431e-19,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
Creb3l2,MA0608.1,beta_1,beta_2,beta_1.vs.beta_2,-0.217138886909519,0.0139520777119618,beta_2,5.10072147210749e-21,1.44770477075992e-20,2.95331773235024e-18,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
RARA,MA0729.1,beta_1,beta_2,beta_1.vs.beta_2,-0.144895665982955,0.0704733212415255,beta_2,1.62425641331569e-20,4.56526438499896e-20,9.40444463309785e-18,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
TGIF2,MA0797.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0112477004924686,0.217146203015847,beta_2,1.68342250148726e-20,4.70870351865277e-20,9.74701628361124e-18,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
RELB,MA1117.1,beta_1,beta_2,beta_1.vs.beta_2,-0.234106310110708,-0.0207664008688957,beta_2,9.19445985588897e-20,2.55941935411525e-19,5.32359225655971e-17,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
Atf3,MA0605.1,beta_1,beta_2,beta_1.vs.beta_2,-0.299779410160553,-0.0706257728991514,beta_2,9.7864190674583e-20,2.71116585648725e-19,5.66633664005836e-17,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
KLF13,MA0657.1,beta_1,beta_2,beta_1.vs.beta_2,-0.326379636355979,-0.110520962481854,beta_2,6.49967772355572e-19,1.76681380372712e-18,3.76331340193876e-16,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
KLF4,MA0039.3,beta_1,beta_2,beta_1.vs.beta_2,-0.102233501339895,0.095952537718276,beta_2,1.60954612230527e-18,4.33454513867327e-18,9.31927204814752e-16,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
KLF9,MA1107.1,beta_1,beta_2,beta_1.vs.beta_2,-0.213175404100828,-0.0250168647602175,beta_2,2.4551281831634e-18,6.5207303580349e-18,1.42151921805161e-15,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
MEIS3,MA0775.1,beta_1,beta_2,beta_1.vs.beta_2,-0.237715869922076,-0.0357890306897277,beta_2,3.32388623580613e-18,8.74786422968977e-18,1.92453013053175e-15,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
Hes1,MA1099.1,beta_1,beta_2,beta_1.vs.beta_2,-0.230377619759225,-0.031975514993226,beta_2,1.45082041198035e-17,3.73344452682943e-17,8.40025018536622e-15,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Hoxa9,MA0594.1,beta_1,beta_2,beta_1.vs.beta_2,0.188528122946564,0.399523746103335,beta_2,2.25648748267978e-17,5.75553415185724e-17,1.30650625247159e-14,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
HOXC10,MA0905.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0815683169451312,0.114821474424093,beta_2,4.39780408117271e-17,1.11681077324518e-16,2.546328562999e-14,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
Sox6,MA0515.1,beta_1,beta_2,beta_1.vs.beta_2,0.0655798091238322,0.261266822676844,beta_2,4.60564470702691e-17,1.16448396740986e-16,2.66666828536858e-14,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
Crem,MA0609.1,beta_1,beta_2,beta_1.vs.beta_2,-0.247289170945985,-0.0393069080318802,beta_2,9.55695697540093e-17,2.40586003859006e-16,5.53347808875714e-14,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
Foxj3,MA0851.1,beta_1,beta_2,beta_1.vs.beta_2,-0.128413705733498,0.0866062535130979,beta_2,1.19704736157633e-16,3.00039143875626e-16,6.93090422352696e-14,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
PRDM1,MA0508.2,beta_1,beta_2,beta_1.vs.beta_2,-0.199184459799613,-0.00785765289820347,beta_2,7.41704879041147e-16,1.84312070800354e-15,4.29447124964824e-13,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
HES7,MA0822.1,beta_1,beta_2,beta_1.vs.beta_2,-0.134569354036928,0.0497799813726666,beta_2,3.3556802786424e-15,8.23279187005911e-15,1.94293888133395e-12,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
HEY2,MA0649.1,beta_1,beta_2,beta_1.vs.beta_2,-0.171020017667575,0.0143604096745371,beta_2,8.77670392126257e-15,2.13517292874413e-14,5.08171157041103e-12,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
SCRT1,MA0743.1,beta_1,beta_2,beta_1.vs.beta_2,-0.322028206417427,-0.132205948749478,beta_2,2.31129418409871e-14,5.50715774729693e-14,1.33823933259315e-11,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
ELF5,MA0136.2,beta_1,beta_2,beta_1.vs.beta_2,-0.695229594532034,-0.466649173188269,beta_2,4.93217648539079e-14,1.17038122337757e-13,2.85573018504127e-11,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
SOX15,MA1152.1,beta_1,beta_2,beta_1.vs.beta_2,0.0114417975027177,0.180875590485223,beta_2,2.0884534036193e-13,4.87586500280474e-13,1.20921452069558e-10,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
HES5,MA0821.1,beta_1,beta_2,beta_1.vs.beta_2,-0.114287205349538,0.0573917334832316,beta_2,2.53456683377259e-13,5.87005678701731e-13,1.46751419675433e-10,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Hoxa11,MA0911.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0827099904250625,0.0902374424862168,beta_2,3.86302213204402e-13,8.91111479861947e-13,2.23668981445349e-10,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
XBP1,MA0844.1,beta_1,beta_2,beta_1.vs.beta_2,-0.114311495716515,0.0645745520384455,beta_2,4.20523283380656e-13,9.66202305862698e-13,2.434829810774e-10,1.1.5,XBP1-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
TBX4,MA0806.1,beta_1,beta_2,beta_1.vs.beta_2,-0.099085717823422,0.0718195024616316,beta_2,4.34026903070901e-13,9.89376286921462e-13,2.51301576878051e-10,6.5.4,TBX2-related,6.5,T-Box factors,6,Immunoglobulin fold
TBX5,MA0807.1,beta_1,beta_2,beta_1.vs.beta_2,-0.099085717823422,0.0718195024616316,beta_2,4.34026903070901e-13,9.89376286921462e-13,2.51301576878051e-10,6.5.4,TBX2-related,6.5,T-Box factors,6,Immunoglobulin fold
SPI1,MA0080.4,beta_1,beta_2,beta_1.vs.beta_2,-0.241136672483604,-0.064680018459437,beta_2,4.44266136135833e-13,1.0087454620496e-12,2.57230092822647e-10,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
MAX,MA0058.3,beta_1,beta_2,beta_1.vs.beta_2,-0.188581633930725,-0.015041235517644,beta_2,4.79279399991243e-13,1.08399520544894e-12,2.7750277259493e-10,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
NR2F1,MA0017.2,beta_1,beta_2,beta_1.vs.beta_2,-0.151366814048246,0.0202256182682448,beta_2,7.08498899797115e-13,1.59000334489353e-12,4.1022086298253e-10,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
SOX13,MA1120.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0757622309268561,0.0905408387286599,beta_2,7.85324813210521e-13,1.75561029671387e-12,4.54703066848892e-10,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
HOXD12,MA0873.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0630954618380942,0.107135203030368,beta_2,1.01050442551542e-12,2.24786609989571e-12,5.85082062373429e-10,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
Dux,MA0611.1,beta_1,beta_2,beta_1.vs.beta_2,-0.245639913552495,-0.0720871154494394,beta_2,1.24683826030036e-12,2.75541737677065e-12,7.2191935271391e-10,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
Atf1,MA0604.1,beta_1,beta_2,beta_1.vs.beta_2,-0.189425148076404,-0.0227938021274563,beta_2,4.30113506846534e-12,9.36224513023095e-12,2.49035720464143e-09,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
HEY1,MA0823.1,beta_1,beta_2,beta_1.vs.beta_2,-0.192620337777576,-0.0274505139465922,beta_2,5.62877001617863e-12,1.21606635797292e-11,3.25905783936743e-09,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
CEBPA,MA0102.3,beta_1,beta_2,beta_1.vs.beta_2,-0.0870496537975023,0.0906569833921845,beta_2,7.62328724733068e-12,1.63477159859425e-11,4.41388331620446e-09,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
SPIC,MA0687.1,beta_1,beta_2,beta_1.vs.beta_2,-0.253045619783292,-0.0896331626993403,beta_2,1.35607185544617e-11,2.86556789891727e-11,7.85165604303333e-09,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
FOXF2,MA0030.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0710934001277525,0.100791132909042,beta_2,3.31209109515868e-11,6.9231073794111e-11,1.91770074409688e-08,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
RREB1,MA0073.1,beta_1,beta_2,beta_1.vs.beta_2,-0.132150646324534,0.00725841801467168,beta_2,9.81269399394857e-11,2.01473397960859e-10,5.68154982249622e-08,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
Tcfl5,MA0632.1,beta_1,beta_2,beta_1.vs.beta_2,-0.217386287193525,-0.0633096858150241,beta_2,2.10688321550105e-10,4.29537106258841e-10,1.21988538177511e-07,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
HINFP,MA0131.2,beta_1,beta_2,beta_1.vs.beta_2,-0.119626013874334,0.0146595618681602,beta_2,3.09008805319221e-10,6.27775783437996e-10,1.78916098279829e-07,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
Sox5,MA0087.1,beta_1,beta_2,beta_1.vs.beta_2,0.039383097340091,0.178828197964706,beta_2,5.93642998462339e-10,1.19346977815866e-09,3.43719296109694e-07,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
Nr2f6,MA0677.1,beta_1,beta_2,beta_1.vs.beta_2,-0.392273329228799,-0.246701813119535,beta_2,1.60550926890112e-09,3.19446689585482e-09,9.29589866693751e-07,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
ZNF354C,MA0130.1,beta_1,beta_2,beta_1.vs.beta_2,-0.189649045226097,-0.059089633420675,beta_2,1.60236879666256e-09,3.19446689585482e-09,9.27771533267621e-07,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
CREB3,MA0638.1,beta_1,beta_2,beta_1.vs.beta_2,-0.155306516272036,-0.0101932165414032,beta_2,1.68943827901216e-09,3.33851455135851e-09,9.78184763548043e-07,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
T,MA0009.2,beta_1,beta_2,beta_1.vs.beta_2,-0.0510817807766418,0.091091240496945,beta_2,1.77618254393059e-09,3.49799215284289e-09,1.02840969293581e-06,6.5.1,Brachyury-related,6.5,T-Box factors,6,Immunoglobulin fold
PAX5,MA0014.3,beta_1,beta_2,beta_1.vs.beta_2,-0.11140337310121,0.0246968834488297,beta_2,2.43854055670603e-09,4.7699830484216e-09,1.41191498233279e-06,3.2.2,PD,3.2,Paired box factors,3,Helix-turn-helix domains
FOXP2,MA0593.1,beta_1,beta_2,beta_1.vs.beta_2,0.0485594114925352,0.208173556191906,beta_2,2.54478958916428e-09,4.96105445160309e-09,1.47343317212612e-06,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
PKNOX2,MA0783.1,beta_1,beta_2,beta_1.vs.beta_2,0.0321871564664448,0.169511246289959,beta_2,8.38369962273964e-09,1.61805402718875e-08,4.85416208156625e-06,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
Hes2,MA0616.1,beta_1,beta_2,beta_1.vs.beta_2,-0.196907217763505,-0.0643278544821391,beta_2,1.38889818362513e-08,2.62801322980048e-08,8.04172048318948e-06,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
TBX19,MA0804.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0649039714026703,0.06502570490637,beta_2,2.06380334092e-08,3.89231965600222e-08,1.19494213439268e-05,6.5.1,Brachyury-related,6.5,T-Box factors,6,Immunoglobulin fold
ESR2,MA0258.2,beta_1,beta_2,beta_1.vs.beta_2,0.128971243188196,0.253127960493033,beta_2,1.08130473370637e-07,2.00024102497121e-07,6.2607544081599e-05,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
Mlxip,MA0622.1,beta_1,beta_2,beta_1.vs.beta_2,-0.174159221321521,-0.0524871498122847,beta_2,1.2903171801143e-07,2.37927913148465e-07,7.47093647286181e-05,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
PBX1,MA0070.1,beta_1,beta_2,beta_1.vs.beta_2,-0.00936358026553599,0.113518357412136,beta_2,1.75848719406877e-07,3.23226693766926e-07,0.000101816408536582,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
SRY,MA0084.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0325293213858032,0.0817957186263874,beta_2,5.04569597395722e-07,9.10111516797891e-07,0.000292145796892123,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
Six3,MA0631.1,beta_1,beta_2,beta_1.vs.beta_2,-0.019836428847827,0.0918480969211502,beta_2,1.04966123028065e-06,1.86427562065182e-06,0.000607753852332494,3.1.6,HD-SINE,3.1,Homeo domain factors,3,Helix-turn-helix domains
MYC,MA0147.3,beta_1,beta_2,beta_1.vs.beta_2,-0.15292859443709,-0.0370358240915282,beta_2,1.13176691487551e-06,2.00395426211902e-06,0.000655293043712919,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Alx1,MA0854.1,beta_1,beta_2,beta_1.vs.beta_2,0.355356474489807,0.477625185164399,beta_2,1.45415603460087e-06,2.56694007327409e-06,0.000841956344033901,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
POU4F3,MA0791.1,beta_1,beta_2,beta_1.vs.beta_2,0.00441471109726928,0.113474988305592,beta_2,1.75324649930268e-06,3.0855006781041e-06,0.00101512972309625,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
Sox2,MA0143.3,beta_1,beta_2,beta_1.vs.beta_2,-0.0188923594970817,0.0877911686855813,beta_2,2.60377984546392e-06,4.54092930880605e-06,0.00150758853052361,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
CREB3L1,MA0839.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0966544067421242,0.011054341623759,beta_2,3.83851147546543e-06,6.57543829672925e-06,0.00222249814429449,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
Mecom,MA0029.1,beta_1,beta_2,beta_1.vs.beta_2,-0.332651272902603,-0.232122962854316,beta_2,5.88175197548726e-06,1.00162776288445e-05,0.00340553439380713,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
PITX3,MA0714.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0398233012729745,0.060732355471066,beta_2,7.45897665781561e-06,1.26649486359978e-05,0.00431874748487524,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
RORA(var.2),MA0072.1,beta_1,beta_2,beta_1.vs.beta_2,0.0156427610732658,0.122450669897325,beta_2,7.76397239785013e-06,1.31442690595182e-05,0.00449534001835522,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
E2F6,MA0471.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0143198603038424,0.0706780143988885,beta_2,9.60387678820481e-06,1.61646647103796e-05,0.00556064466037059,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
FOXP1,MA0481.2,beta_1,beta_2,beta_1.vs.beta_2,-0.00786427492834226,0.111328759916376,beta_2,1.00366933757614e-05,1.68441897523647e-05,0.00581124546456583,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
HNF4G,MA0484.1,beta_1,beta_2,beta_1.vs.beta_2,-0.802525476231287,-0.682678705947449,beta_2,1.22691374268079e-05,2.04721342078438e-05,0.00710383057012179,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
Dmbx1,MA0883.1,beta_1,beta_2,beta_1.vs.beta_2,0.0497306841359072,0.14536454420483,beta_2,2.36113172924359e-05,3.87279113663467e-05,0.0136709527123204,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
MXI1,MA1108.1,beta_1,beta_2,beta_1.vs.beta_2,-0.129190786475829,-0.0315175996911895,beta_2,3.01973267012684e-05,4.92514145353082e-05,0.0174842521600344,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
OTX1,MA0711.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0952528103476643,-0.00223975975708928,beta_2,3.64684000389666e-05,5.89810157054794e-05,0.0211152036225616,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
Rarb,MA0857.1,beta_1,beta_2,beta_1.vs.beta_2,-0.143270356034572,-0.0495575628022032,beta_2,3.79461930571333e-05,6.12001275211148e-05,0.0219708457800802,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
FOXK2,MA1103.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0120760823282597,0.0960382664919634,beta_2,4.32565815065267e-05,6.95710019229971e-05,0.025045560692279,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
CENPB,MA0637.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0605129955275774,0.0306548330749267,beta_2,6.13978782754671e-05,9.7663108575537e-05,0.0355493715214955,"","",,"",,""
Id2,MA0617.1,beta_1,beta_2,beta_1.vs.beta_2,-0.157628715844195,-0.0640594272536233,beta_2,9.02113690159156e-05,0.000141551172520908,0.0522323826602151,1.2.8,HLH only,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
EHF,MA0598.2,beta_1,beta_2,beta_1.vs.beta_2,-0.547623007279472,-0.445030337690162,beta_2,0.000105582025099283,0.000163892741373953,0.0611319925324846,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
Gata1,MA0035.3,beta_1,beta_2,beta_1.vs.beta_2,-1.1560774741126,-1.06292600508574,beta_2,0.000132895175321252,0.000205738787462579,0.0769463065110046,2.2.1,C4-GATA-related,2.2,Other C4 zinc finger-type factors,2,Zinc-coordinating DNA-binding domains
ZBTB33,MA0527.1,beta_1,beta_2,beta_1.vs.beta_2,-0.070593299464075,0.0120185410021735,beta_2,0.000147774087613264,0.000227556374276808,0.0855611967280799,2.3.2,Other factors with up to three adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
GLIS1,MA0735.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0133042490269118,0.0694612716625982,beta_2,0.000154528439218781,0.000237326170577385,0.089471966307674,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
ZBED1,MA0749.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0899346550770815,-0.00546592616939467,beta_2,0.000168756129696766,0.000257809496291365,0.0977097990944272,2.3.5,BED zinc finger factors,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
TGIF1,MA0796.1,beta_1,beta_2,beta_1.vs.beta_2,0.0251981573865731,0.112336526288994,beta_2,0.000204974698025837,0.000311496982039264,0.11868035015696,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
ELF3,MA0640.1,beta_1,beta_2,beta_1.vs.beta_2,-0.543140707243319,-0.444788970448653,beta_2,0.000235380094912184,0.000353070142368277,0.136285074954155,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
ETV5,MA0765.1,beta_1,beta_2,beta_1.vs.beta_2,-0.22576523748727,-0.136885344244688,beta_2,0.000303909105450109,0.000453513845504158,0.175963372055613,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
E2F7,MA0758.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0235151202534538,0.0575308677954764,beta_2,0.000314239184920063,0.000467723619713924,0.181944488068717,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
RORB,MA1150.1,beta_1,beta_2,beta_1.vs.beta_2,0.136139348351127,0.220011921316512,beta_2,0.000411296734410229,0.000609055778065276,0.238140809223523,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
RXRB,MA0855.1,beta_1,beta_2,beta_1.vs.beta_2,-0.366222984872542,-0.287505293798409,beta_2,0.000561905444234392,0.000823653803067628,0.325343252211713,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
POU4F2,MA0683.1,beta_1,beta_2,beta_1.vs.beta_2,0.0725134989014836,0.147804144810617,beta_2,0.000612652895044544,0.000895772793512098,0.354726026230791,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
GSC,MA0648.1,beta_1,beta_2,beta_1.vs.beta_2,-0.039790195689015,0.0356422255323794,beta_2,0.000741746766261121,0.00107636936758193,0.429471377665189,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
TFAP2A(var.2),MA0810.1,beta_1,beta_2,beta_1.vs.beta_2,0.0437066632977494,0.108276834101641,beta_2,0.000797009308869339,0.00115367097458837,0.461468389835347,1.3.1,AP2,1.3,Basic helix-span-helix factors (bHSH),1,Basic domains
TBX2,MA0688.1,beta_1,beta_2,beta_1.vs.beta_2,-0.00978789744706607,0.0637683892735466,beta_2,0.000873415842361721,0.00125175191269167,0.505707772727436,6.5.4,TBX2-related,6.5,T-Box factors,6,Immunoglobulin fold
Sox3,MA0514.1,beta_1,beta_2,beta_1.vs.beta_2,0.0275352496027132,0.100050609277217,beta_2,0.000888660362508779,0.00127045518491996,0.514534349892583,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
OTX2,MA0712.1,beta_1,beta_2,beta_1.vs.beta_2,0.00677487189629606,0.0820957302815528,beta_2,0.000893188486797466,0.00127378358092545,0.517156133855733,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
IRF7,MA0772.1,beta_1,beta_2,beta_1.vs.beta_2,-0.233901194878207,-0.157432680532029,beta_2,0.000911881029008122,0.00129724598475603,0.527979115795703,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
E2F8,MA0865.1,beta_1,beta_2,beta_1.vs.beta_2,-0.115761190070475,-0.0452624187758484,beta_2,0.00117767518808849,0.0016712596419197,0.681873933903237,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
Tcf7,MA0769.1,beta_1,beta_2,beta_1.vs.beta_2,-0.197170381269725,-0.128563597307196,beta_2,0.00123083810213058,0.00173818356374051,0.712655261133609,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
HOXB3,MA0903.1,beta_1,beta_2,beta_1.vs.beta_2,0.333969009292496,0.410270464091716,beta_2,0.00150820980577242,0.00211954727558795,0.873253477542233,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
Gfi1,MA0038.1,beta_1,beta_2,beta_1.vs.beta_2,0.0187350181301337,0.0872488394655901,beta_2,0.00168182371816926,0.0023578109753511,0.973775932820003,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
HOXC11,MA0651.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0400572584105483,0.0288542072530894,beta_2,0.0018226844697808,0.002542974236152,1,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
Hnf4a,MA0114.3,beta_1,beta_2,beta_1.vs.beta_2,-0.772064146295498,-0.690799537984162,beta_2,0.00199534265556073,0.00276388372624321,1,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
CLOCK,MA0819.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0761843592840532,-0.00717792629251741,beta_2,0.00212298080754491,0.00291972894909383,1,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Foxd3,MA0041.1,beta_1,beta_2,beta_1.vs.beta_2,-0.0684548798379917,-0.000791519257827023,beta_2,0.00222358974682068,0.00302220296574923,1,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MNT,MA0825.1,beta_1,beta_2,beta_1.vs.beta_2,-0.14554385000505,-0.0774246603638299,beta_2,0.0023347226361804,0.00316581828184649,1,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
IRF1,MA0050.2,beta_1,beta_2,beta_1.vs.beta_2,-0.209827592584935,-0.145172823877938,beta_2,0.00283379406812331,0.00382463115487971,1,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
SPIB,MA0081.1,beta_1,beta_2,beta_1.vs.beta_2,-0.076653147841493,-0.0121397659699494,beta_2,0.00313498458054668,0.00421475833003711,1,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
